states,year,quarter,trans_type,trans_counts,amount
Ladakh,2020,1,Recharge & bill payments,49801,23010664.72
Ladakh,2020,1,Merchant payments,14264,13338124.27
Ladakh,2020,1,Financial Services,204,583108.95
Ladakh,2020,1,Others,590,1155879.12
Ladakh,2020,2,Recharge & bill payments,70601,32087339.27
Ladakh,2020,2,Peer-to-peer payments,68450,470749365.1
Ladakh,2020,2,Merchant payments,15132,19679330.19
Ladakh,2020,2,Financial Services,337,786069.16
Ladakh,2020,2,Others,490,490894.94
Ladakh,2020,3,Peer-to-peer payments,108345,751333715.29
Ladakh,2020,3,Recharge & bill payments,81623,40380074.55
Ladakh,2020,3,Merchant payments,36861,40538778.76
Ladakh,2020,3,Financial Services,621,2334917.78
Ladakh,2020,3,Others,772,900013.68
Ladakh,2020,4,Peer-to-peer payments,151582,985814864.34
Ladakh,2020,4,Recharge & bill payments,94133,44185250.86
Ladakh,2020,4,Merchant payments,83868,77511378.31
Ladakh,2020,4,Financial Services,729,1965054.59
Ladakh,2020,4,Others,1822,2486922.4
Ladakh,2021,1,Peer-to-peer payments,141894,869999786.15
Ladakh,2021,1,Recharge & bill payments,72719,35459532.41
Ladakh,2021,1,Merchant payments,58875,74977913.47
Ladakh,2021,1,Financial Services,629,1455016.15
Ladakh,2021,1,Others,1298,1527565.06
Ladakh,2021,2,Peer-to-peer payments,209818,1259044412.44
Ladakh,2021,2,Recharge & bill payments,95458,44754721.83
Ladakh,2021,2,Merchant payments,92078,119608470.04
Ladakh,2021,2,Financial Services,755,1756762.15
Ladakh,2021,2,Others,1607,2094729.02
Ladakh,2021,3,Peer-to-peer payments,330919,1917311078.13
Ladakh,2021,3,Merchant payments,135108,233260756.51
Ladakh,2021,3,Recharge & bill payments,121856,58750081.82
Ladakh,2021,3,Financial Services,900,1911625.54
Ladakh,2021,3,Others,2204,2751201.94
Ladakh,2021,4,Peer-to-peer payments,337120,1804428550.19
Ladakh,2021,4,Merchant payments,169110,284786365.93
Ladakh,2021,4,Recharge & bill payments,120607,58403893.47
Ladakh,2021,4,Financial Services,912,3068708.95
Ladakh,2021,4,Others,2438,2847620.24
Ladakh,2022,1,Peer-to-peer payments,343041,1685241980.66
Ladakh,2022,1,Merchant payments,167100,279354508.99
Ladakh,2022,1,Recharge & bill payments,116486,56203999.29
Ladakh,2022,1,Financial Services,1247,2023327.68
Ladakh,2022,1,Others,2141,2217102.22
Ladakh,2022,2,Peer-to-peer payments,608870,2941624382.28
Ladakh,2022,2,Merchant payments,346146,508439376.68
Ladakh,2022,2,Recharge & bill payments,158996,88531677.99
Ladakh,2022,2,Financial Services,1585,2487560.19
Ladakh,2022,2,Others,2476,2235180.86
Ladakh,2022,3,Peer-to-peer payments,659896,2955729492.5
Ladakh,2022,3,Merchant payments,367022,551472983.88
Ladakh,2022,3,Recharge & bill payments,160269,94288872.35
Ladakh,2022,3,Financial Services,1555,1815866.9
Ladakh,2022,3,Others,2116,1892134.75
Ladakh,2022,4,Peer-to-peer payments,559259,2350047971.6
Ladakh,2022,4,Merchant payments,382456,462189599.28
Ladakh,2022,4,Recharge & bill payments,138793,79767790.99
Ladakh,2022,4,Financial Services,1248,1198715.21
Ladakh,2022,4,Others,1616,1273495.59
Lakshadweep,2018,1,Peer-to-peer payments,423,1860278.28
Lakshadweep,2018,1,Recharge & bill payments,342,61432.05
Lakshadweep,2018,1,Merchant payments,5,590.75
Lakshadweep,2018,1,Others,8,6310.1
Lakshadweep,2018,2,Peer-to-peer payments,1315,5757123.08
Lakshadweep,2018,2,Recharge & bill payments,750,353202.8
Lakshadweep,2018,2,Merchant payments,42,64568.48
Lakshadweep,2018,2,Financial Services,6,9134.41
Lakshadweep,2018,2,Others,19,3780.77
Lakshadweep,2018,3,Peer-to-peer payments,841,3926048.74
Lakshadweep,2018,3,Recharge & bill payments,760,300978.32
Lakshadweep,2018,3,Merchant payments,87,94046.43
Lakshadweep,2018,3,Others,15,17958.81
Lakshadweep,2018,4,Recharge & bill payments,792,351201.09
Lakshadweep,2018,4,Peer-to-peer payments,689,3841230.43
Lakshadweep,2018,4,Merchant payments,144,262079.86
Lakshadweep,2018,4,Financial Services,6,389.89
Lakshadweep,2018,4,Others,11,8312.43
Lakshadweep,2019,1,Peer-to-peer payments,1183,8221402.37
Lakshadweep,2019,1,Recharge & bill payments,1173,353870.52
Lakshadweep,2019,1,Merchant payments,113,183062.15
Lakshadweep,2019,1,Others,12,27795.44
Lakshadweep,2019,2,Recharge & bill payments,1448,436735.17
Lakshadweep,2019,2,Peer-to-peer payments,1318,8602732.12
Lakshadweep,2019,2,Merchant payments,137,190716.54
Lakshadweep,2019,2,Others,23,12340.31
Lakshadweep,2019,3,Recharge & bill payments,1528,503049.24
Lakshadweep,2019,3,Peer-to-peer payments,1455,8923273.86
Lakshadweep,2019,3,Merchant payments,111,215159.68
Lakshadweep,2019,3,Others,10,10278.68
Lakshadweep,2019,4,Recharge & bill payments,1801,618155.9
Lakshadweep,2019,4,Peer-to-peer payments,1753,10383413.25
Lakshadweep,2019,4,Merchant payments,188,211413.62
Lakshadweep,2019,4,Financial Services,2,34.4
Lakshadweep,2019,4,Others,21,56896.24
Lakshadweep,2020,1,Recharge & bill payments,2684,789255.26
Lakshadweep,2020,1,Peer-to-peer payments,2068,12463327.26
Lakshadweep,2020,1,Merchant payments,387,216594.03
Lakshadweep,2020,1,Others,12,33192.02
Lakshadweep,2020,2,Recharge & bill payments,4497,1061694.14
Lakshadweep,2020,2,Peer-to-peer payments,2176,14718605.19
Lakshadweep,2020,2,Merchant payments,472,971609.46
Lakshadweep,2020,2,Financial Services,60,158593.6
Lakshadweep,2020,2,Others,15,32419.7
Lakshadweep,2020,3,Recharge & bill payments,4696,1186947.55
Lakshadweep,2020,3,Peer-to-peer payments,2946,19189391.62
Lakshadweep,2020,3,Merchant payments,903,842981.17
Lakshadweep,2020,3,Financial Services,27,45457.51
Lakshadweep,2020,3,Others,17,42055.46
Lakshadweep,2020,4,Recharge & bill payments,5187,1499298.11
Lakshadweep,2020,4,Peer-to-peer payments,4741,27284123.25
Lakshadweep,2020,4,Merchant payments,1668,1227101.64
Lakshadweep,2020,4,Financial Services,22,13968.75
Lakshadweep,2020,4,Others,32,86826.17
Lakshadweep,2021,1,Peer-to-peer payments,3942,24823715.02
Lakshadweep,2021,1,Recharge & bill payments,3541,1070209.42
Lakshadweep,2021,1,Merchant payments,1537,1040213.8
Lakshadweep,2021,1,Financial Services,19,15929.1
Lakshadweep,2021,1,Others,46,92715.58
Lakshadweep,2021,2,Recharge & bill payments,5499,1745295.83
Lakshadweep,2021,2,Peer-to-peer payments,4069,23996417.49
Lakshadweep,2021,2,Merchant payments,1743,1525331.91
Lakshadweep,2021,2,Financial Services,29,15052.02
Lakshadweep,2021,2,Others,44,101366.4
Lakshadweep,2021,3,Peer-to-peer payments,5687,34142107.52
Lakshadweep,2021,3,Recharge & bill payments,5153,1700287.47
Lakshadweep,2021,3,Merchant payments,2450,2750367.06
Lakshadweep,2021,3,Financial Services,48,137227.35
Lakshadweep,2021,3,Others,32,73174.29
Lakshadweep,2021,4,Peer-to-peer payments,7154,44696668.86
Lakshadweep,2021,4,Recharge & bill payments,5355,2093901.29
Lakshadweep,2021,4,Merchant payments,2872,4071239.09
Lakshadweep,2021,4,Financial Services,27,19994.54
Lakshadweep,2021,4,Others,62,116381.75
Lakshadweep,2022,1,Peer-to-peer payments,7913,48590864.57
Lakshadweep,2022,1,Recharge & bill payments,5334,2322580.17
Lakshadweep,2022,1,Merchant payments,3048,3838358.36
Lakshadweep,2022,1,Financial Services,39,38274.23
Lakshadweep,2022,1,Others,63,149355.33
Lakshadweep,2022,2,Peer-to-peer payments,8491,48451728.05
Lakshadweep,2022,2,Recharge & bill payments,5366,2386144.71
Lakshadweep,2022,2,Merchant payments,3602,4895657.06
Lakshadweep,2022,2,Financial Services,59,87127.82
Lakshadweep,2022,2,Others,51,108944.34
Lakshadweep,2022,3,Peer-to-peer payments,7533,40029003.83
Lakshadweep,2022,3,Recharge & bill payments,4441,1936538.31
Lakshadweep,2022,3,Merchant payments,3142,5469200.65
Lakshadweep,2022,3,Financial Services,64,63629.88
Lakshadweep,2022,3,Others,61,81636.95
Lakshadweep,2022,4,Peer-to-peer payments,8686,47450386.0
Lakshadweep,2022,4,Recharge & bill payments,4557,2024739.15
Lakshadweep,2022,4,Merchant payments,3819,5250991.0
Lakshadweep,2022,4,Financial Services,35,26453.02
Lakshadweep,2022,4,Others,50,61304.43
Madhya Pradesh,2018,1,Recharge & bill payments,4404190,667057311.46
Madhya Pradesh,2018,1,Peer-to-peer payments,2848290,7590790588.55
Madhya Pradesh,2018,1,Financial Services,230519,43374288.98
Madhya Pradesh,2018,1,Merchant payments,196394,170119673.71
Madhya Pradesh,2018,1,Others,346002,210261540.74
Madhya Pradesh,2018,2,Recharge & bill payments,5324535,1132090445.89
Madhya Pradesh,2018,2,Peer-to-peer payments,4269392,14155603482.49
Madhya Pradesh,2018,2,Merchant payments,397135,339308203.17
Madhya Pradesh,2018,2,Financial Services,305553,53860331.81
Madhya Pradesh,2018,2,Others,264797,243218603.32
Madhya Pradesh,2018,3,Peer-to-peer payments,9988509,22057686208.54
Madhya Pradesh,2018,3,Recharge & bill payments,5733261,1367773856.68
Madhya Pradesh,2018,3,Merchant payments,784995,465390819.59
Madhya Pradesh,2018,3,Financial Services,359440,46120458.64
Madhya Pradesh,2018,3,Others,260780,212770861.22
Madhya Pradesh,2018,4,Peer-to-peer payments,11456555,30897348664.91
Madhya Pradesh,2018,4,Recharge & bill payments,7273502,1669345516.94
Madhya Pradesh,2018,4,Merchant payments,2056426,1036249753.93
Madhya Pradesh,2018,4,Financial Services,313540,43367243.15
Madhya Pradesh,2018,4,Others,297532,259296894.04
Madhya Pradesh,2019,1,Peer-to-peer payments,23708825,44114206183.09
Madhya Pradesh,2019,1,Recharge & bill payments,9966905,2423593841.72
Madhya Pradesh,2019,1,Merchant payments,3018928,1263699222.35
Madhya Pradesh,2019,1,Financial Services,290838,28901169.29
Madhya Pradesh,2019,1,Others,315553,239879105.6
Madhya Pradesh,2019,2,Peer-to-peer payments,20868744,61758841793.88
Madhya Pradesh,2019,2,Recharge & bill payments,12044969,3571897178.3
Madhya Pradesh,2019,2,Merchant payments,7331352,2671155681.45
Madhya Pradesh,2019,2,Financial Services,149197,18869661.51
Madhya Pradesh,2019,2,Others,451751,313802065.42
Madhya Pradesh,2019,3,Peer-to-peer payments,22631038,67648107703.04
Madhya Pradesh,2019,3,Merchant payments,17163551,5147459307.1
Madhya Pradesh,2019,3,Recharge & bill payments,13156616,4576521609.46
Madhya Pradesh,2019,3,Financial Services,192821,25654168.6
Madhya Pradesh,2019,3,Others,466385,278578703.04
Madhya Pradesh,2019,4,Peer-to-peer payments,32083162,92064471161.99
Madhya Pradesh,2019,4,Merchant payments,19447707,7304157801.61
Madhya Pradesh,2019,4,Recharge & bill payments,16081734,5104821721.0
Madhya Pradesh,2019,4,Financial Services,127116,24020060.93
Madhya Pradesh,2019,4,Others,392270,190456045.32
Madhya Pradesh,2020,1,Peer-to-peer payments,34540722,110325991607.38
Madhya Pradesh,2020,1,Merchant payments,24618074,9898242848.26
Madhya Pradesh,2020,1,Recharge & bill payments,19788516,6311610609.85
Madhya Pradesh,2020,1,Financial Services,68055,30645714.4
Madhya Pradesh,2020,1,Others,351379,170790656.3
Madhya Pradesh,2020,2,Peer-to-peer payments,34860958,128184693854.8
Madhya Pradesh,2020,2,Recharge & bill payments,27497528,8904067957.01
Madhya Pradesh,2020,2,Merchant payments,13685723,10666223053.63
Madhya Pradesh,2020,2,Financial Services,80988,62073621.44
Madhya Pradesh,2020,2,Others,215376,104956802.17
Madhya Pradesh,2020,3,Peer-to-peer payments,50871564,174978985034.29
Madhya Pradesh,2020,3,Merchant payments,31879804,20621273981.66
Madhya Pradesh,2020,3,Recharge & bill payments,25380467,9834190567.21
Madhya Pradesh,2020,3,Financial Services,131725,122971108.07
Madhya Pradesh,2020,3,Others,316321,144259293.32
Madhya Pradesh,2020,4,Peer-to-peer payments,67972167,235584201864.22
Madhya Pradesh,2020,4,Merchant payments,57707471,37315576877.15
Madhya Pradesh,2020,4,Recharge & bill payments,27335834,10977774483.33
Madhya Pradesh,2020,4,Financial Services,149532,132590450.07
Madhya Pradesh,2020,4,Others,487537,264996097.61
Madhya Pradesh,2021,1,Merchant payments,84812245,50098244499.51
Madhya Pradesh,2021,1,Peer-to-peer payments,84070625,279938170703.82
Madhya Pradesh,2021,1,Recharge & bill payments,32500681,13060914041.04
Madhya Pradesh,2021,1,Financial Services,169378,161838389.8
Madhya Pradesh,2021,1,Others,445569,274786748.13
Madhya Pradesh,2021,2,Peer-to-peer payments,99367521,348935762191.1
Madhya Pradesh,2021,2,Merchant payments,77113464,58839392449.99
Madhya Pradesh,2021,2,Recharge & bill payments,46118636,17230546398.85
Madhya Pradesh,2021,2,Financial Services,188726,177313389.67
Madhya Pradesh,2021,2,Others,526333,317753606.01
Madhya Pradesh,2021,3,Merchant payments,138433772,85885669792.43
Madhya Pradesh,2021,3,Peer-to-peer payments,127654821,398912712886.46
Madhya Pradesh,2021,3,Recharge & bill payments,44437315,19025346050.63
Madhya Pradesh,2021,3,Financial Services,174454,180366422.58
Madhya Pradesh,2021,3,Others,742972,408508699.44
Madhya Pradesh,2021,4,Merchant payments,197193842,126461098235.02
Madhya Pradesh,2021,4,Peer-to-peer payments,159649020,507118521843.36
Madhya Pradesh,2021,4,Recharge & bill payments,46220966,22492766779.16
Madhya Pradesh,2021,4,Financial Services,247925,246488171.38
Madhya Pradesh,2021,4,Others,996331,568617375.59
Madhya Pradesh,2022,1,Merchant payments,237691924,143310226696.72
Madhya Pradesh,2022,1,Peer-to-peer payments,185008444,578201697703.75
Madhya Pradesh,2022,1,Recharge & bill payments,48870314,25437774564.26
Madhya Pradesh,2022,1,Financial Services,222923,219927120.16
Madhya Pradesh,2022,1,Others,909453,495513514.75
Madhya Pradesh,2022,2,Merchant payments,287616385,174183397721.36
Madhya Pradesh,2022,2,Peer-to-peer payments,202093283,663180522499.34
Madhya Pradesh,2022,2,Recharge & bill payments,54318983,29125694281.82
Madhya Pradesh,2022,2,Financial Services,157672,153944499.74
Madhya Pradesh,2022,2,Others,713506,381178326.32
Madhya Pradesh,2022,3,Merchant payments,391105651,212445928287.4
Madhya Pradesh,2022,3,Peer-to-peer payments,267013695,780650402034.4
Madhya Pradesh,2022,3,Recharge & bill payments,72148870,39132574047.52
Madhya Pradesh,2022,3,Financial Services,240678,236981163.63
Madhya Pradesh,2022,3,Others,750665,442608716.72
Madhya Pradesh,2022,4,Merchant payments,492999084,272801597092.48
Madhya Pradesh,2022,4,Peer-to-peer payments,325467851,984255199293.65
Madhya Pradesh,2022,4,Recharge & bill payments,79289399,45143248068.82
Madhya Pradesh,2022,4,Financial Services,286931,278304972.65
Madhya Pradesh,2022,4,Others,785003,521508120.73
Maharashtra,2018,1,Recharge & bill payments,9670237,2283567431.22
Maharashtra,2018,1,Peer-to-peer payments,5227770,18283896464.75
Maharashtra,2018,1,Merchant payments,616779,576964070.74
Maharashtra,2018,1,Financial Services,235051,60997258.06
Maharashtra,2018,1,Others,637197,506188032.95
Maharashtra,2018,2,Recharge & bill payments,12384216,3725800358.68
Maharashtra,2018,2,Peer-to-peer payments,7772336,30782831245.66
Maharashtra,2018,2,Merchant payments,1306326,1226121649.5
Maharashtra,2018,2,Financial Services,262875,85545909.44
Maharashtra,2018,2,Others,559987,536758077.85
Maharashtra,2018,3,Recharge & bill payments,14371791,4547486090.19
Maharashtra,2018,3,Peer-to-peer payments,13470065,45466534003.98
Maharashtra,2018,3,Merchant payments,2797204,1702220875.43
Maharashtra,2018,3,Financial Services,234598,52348968.01
Maharashtra,2018,3,Others,664880,492227795.64
Maharashtra,2018,4,Peer-to-peer payments,20824667,68974011019.1
Maharashtra,2018,4,Recharge & bill payments,18071025,5860865070.47
Maharashtra,2018,4,Merchant payments,6047705,3985195742.25
Maharashtra,2018,4,Financial Services,325121,77345546.53
Maharashtra,2018,4,Others,821705,621519669.48
Maharashtra,2019,1,Peer-to-peer payments,37360716,97373087988.09
Maharashtra,2019,1,Recharge & bill payments,24540041,8256500586.65
Maharashtra,2019,1,Merchant payments,12069119,5172594695.53
Maharashtra,2019,1,Financial Services,287569,49487746.21
Maharashtra,2019,1,Others,821624,569019903.86
Maharashtra,2019,2,Peer-to-peer payments,42546317,130558153687.95
Maharashtra,2019,2,Recharge & bill payments,29395661,12197234771.43
Maharashtra,2019,2,Merchant payments,27854042,9728561726.77
Maharashtra,2019,2,Financial Services,182840,45291636.11
Maharashtra,2019,2,Others,1170993,765228265.8
Maharashtra,2019,3,Peer-to-peer payments,57991699,165731686168.56
Maharashtra,2019,3,Merchant payments,54683738,17545729507.4
Maharashtra,2019,3,Recharge & bill payments,34309301,15471698543.74
Maharashtra,2019,3,Financial Services,231467,54108447.39
Maharashtra,2019,3,Others,1519376,814284077.86
Maharashtra,2019,4,Merchant payments,80127804,27209874138.49
Maharashtra,2019,4,Peer-to-peer payments,78795871,227268054757.22
Maharashtra,2019,4,Recharge & bill payments,40705998,17794666215.04
Maharashtra,2019,4,Financial Services,129755,49622863.82
Maharashtra,2019,4,Others,1501192,672210824.98
Maharashtra,2020,1,Merchant payments,100337738,35200130304.83
Maharashtra,2020,1,Peer-to-peer payments,87067410,262541205695.84
Maharashtra,2020,1,Recharge & bill payments,50199498,21603565070.43
Maharashtra,2020,1,Financial Services,123476,91363684.13
Maharashtra,2020,1,Others,1215959,558931962.88
Maharashtra,2020,2,Peer-to-peer payments,74295930,239933338682.69
Maharashtra,2020,2,Recharge & bill payments,60856480,23112343247.42
Maharashtra,2020,2,Merchant payments,48965388,32859184582.22
Maharashtra,2020,2,Financial Services,206461,211733275.78
Maharashtra,2020,2,Others,466502,242917371.3
Maharashtra,2020,3,Peer-to-peer payments,108436214,351555554813.21
Maharashtra,2020,3,Merchant payments,100808237,60171102123.95
Maharashtra,2020,3,Recharge & bill payments,58082283,27915727882.59
Maharashtra,2020,3,Financial Services,325453,333669599.62
Maharashtra,2020,3,Others,658737,331024593.07
Maharashtra,2020,4,Merchant payments,189845640,103804638603.75
Maharashtra,2020,4,Peer-to-peer payments,151741840,485747881733.82
Maharashtra,2020,4,Recharge & bill payments,64556682,31556917821.78
Maharashtra,2020,4,Financial Services,398409,418399992.54
Maharashtra,2020,4,Others,1078433,627692680.41
Maharashtra,2021,1,Merchant payments,253043309,129493046208.16
Maharashtra,2021,1,Peer-to-peer payments,187021609,599213284361.8
Maharashtra,2021,1,Recharge & bill payments,76389103,40057211827.16
Maharashtra,2021,1,Financial Services,439551,492900202.68
Maharashtra,2021,1,Others,966668,630909553.45
Maharashtra,2021,2,Merchant payments,247194293,150864465217.02
Maharashtra,2021,2,Peer-to-peer payments,228551961,719859665693.53
Maharashtra,2021,2,Recharge & bill payments,96271138,43154405548.45
Maharashtra,2021,2,Financial Services,504252,536780917.04
Maharashtra,2021,2,Others,1094842,699738247.67
Maharashtra,2021,3,Merchant payments,390051884,216701984638.99
Maharashtra,2021,3,Peer-to-peer payments,296951706,890860873379.56
Maharashtra,2021,3,Recharge & bill payments,103943973,50242023586.06
Maharashtra,2021,3,Financial Services,448646,579098938.66
Maharashtra,2021,3,Others,1477851,873324624.18
Maharashtra,2021,4,Merchant payments,540351277,305512280091.42
Maharashtra,2021,4,Peer-to-peer payments,361865450,1109862480618.22
Maharashtra,2021,4,Recharge & bill payments,105990417,58087950922.44
Maharashtra,2021,4,Financial Services,606265,707102765.31
Maharashtra,2021,4,Others,1918093,1188658731.12
Maharashtra,2022,1,Merchant payments,646277671,340240479374.37
Maharashtra,2022,1,Peer-to-peer payments,411989717,1274889182430.21
Maharashtra,2022,1,Recharge & bill payments,108896881,64507860103.55
Maharashtra,2022,1,Financial Services,583243,677612619.28
Maharashtra,2022,1,Others,1758926,1084139453.73
Maharashtra,2022,2,Merchant payments,810961772,428469294407.16
Maharashtra,2022,2,Peer-to-peer payments,470258043,1501201968773.81
Maharashtra,2022,2,Recharge & bill payments,124280427,75110969246.16
Maharashtra,2022,2,Financial Services,490152,559321829.45
Maharashtra,2022,2,Others,1542719,930827919.3
Maharashtra,2022,3,Merchant payments,876618082,432250721734.13
Maharashtra,2022,3,Peer-to-peer payments,483481713,1434565548650.91
Maharashtra,2022,3,Recharge & bill payments,124545840,79360150487.37
Maharashtra,2022,3,Financial Services,521362,571583115.67
Maharashtra,2022,3,Others,1222420,831183386.47
Maharashtra,2022,4,Merchant payments,1025666187,502660888415.46
Maharashtra,2022,4,Peer-to-peer payments,535142126,1622619308526.96
Maharashtra,2022,4,Recharge & bill payments,126118544,83576414221.03
Maharashtra,2022,4,Financial Services,620124,699276779.19
Maharashtra,2022,4,Others,1228291,914951674.48
Manipur,2018,1,Recharge & bill payments,50212,6463184.55
Manipur,2018,1,Peer-to-peer payments,26382,115495173.56
Manipur,2018,1,Financial Services,2660,412579.54
Manipur,2018,1,Merchant payments,1614,3616475.64
Manipur,2018,1,Others,3201,2058760.64
Manipur,2018,2,Recharge & bill payments,77991,11541247.78
Manipur,2018,2,Peer-to-peer payments,60365,232157389.79
Manipur,2018,2,Financial Services,5992,1241901.27
Manipur,2018,2,Merchant payments,4041,5366759.83
Manipur,2018,2,Others,3332,2902422.65
Manipur,2018,3,Peer-to-peer payments,95204,357768750.18
Manipur,2018,3,Recharge & bill payments,81323,13912990.48
Manipur,2018,3,Merchant payments,7396,9180953.98
Manipur,2018,3,Financial Services,2577,333081.64
Manipur,2018,3,Others,2758,2135468.51
Manipur,2018,4,Recharge & bill payments,113507,18898063.28
Manipur,2018,4,Peer-to-peer payments,104872,562009595.96
Manipur,2018,4,Merchant payments,13333,20685433.28
Manipur,2018,4,Financial Services,1452,307325.24
Manipur,2018,4,Others,2946,3783141.54
Manipur,2019,1,Peer-to-peer payments,127067,619919870.75
Manipur,2019,1,Recharge & bill payments,120000,22106830.37
Manipur,2019,1,Merchant payments,15190,14580183.38
Manipur,2019,1,Financial Services,800,174777.17
Manipur,2019,1,Others,2352,3116398.76
Manipur,2019,2,Peer-to-peer payments,120153,679785849.14
Manipur,2019,2,Recharge & bill payments,116500,23573234.27
Manipur,2019,2,Merchant payments,18044,15996651.15
Manipur,2019,2,Financial Services,387,91955.02
Manipur,2019,2,Others,2341,3342252.58
Manipur,2019,3,Recharge & bill payments,180057,36634657.05
Manipur,2019,3,Peer-to-peer payments,144965,803335616.63
Manipur,2019,3,Merchant payments,17683,20490224.44
Manipur,2019,3,Financial Services,358,367865.79
Manipur,2019,3,Others,1945,2723638.65
Manipur,2019,4,Recharge & bill payments,212136,44202546.57
Manipur,2019,4,Peer-to-peer payments,211927,1123258478.45
Manipur,2019,4,Merchant payments,23094,30486780.45
Manipur,2019,4,Financial Services,548,240641.77
Manipur,2019,4,Others,1639,2709234.86
Manipur,2020,1,Peer-to-peer payments,451733,2458093401.74
Manipur,2020,1,Recharge & bill payments,285234,62688260.38
Manipur,2020,1,Merchant payments,78067,74202067.07
Manipur,2020,1,Financial Services,622,354184.47
Manipur,2020,1,Others,3145,3252467.22
Manipur,2020,2,Peer-to-peer payments,533206,2980242535.08
Manipur,2020,2,Recharge & bill payments,450830,107589094.3
Manipur,2020,2,Merchant payments,92110,106540409.3
Manipur,2020,2,Financial Services,1676,1457570.8
Manipur,2020,2,Others,5246,3106603.33
Manipur,2020,3,Peer-to-peer payments,774786,4301284799.33
Manipur,2020,3,Recharge & bill payments,464659,113190539.15
Manipur,2020,3,Merchant payments,170653,195132026.63
Manipur,2020,3,Financial Services,1878,1593035.94
Manipur,2020,3,Others,8192,4775719.81
Manipur,2020,4,Peer-to-peer payments,892853,5172499337.53
Manipur,2020,4,Recharge & bill payments,436450,114202616.35
Manipur,2020,4,Merchant payments,289050,307902115.38
Manipur,2020,4,Financial Services,1806,2448402.91
Manipur,2020,4,Others,7693,5172086.28
Manipur,2021,1,Peer-to-peer payments,1117829,6402367883.67
Manipur,2021,1,Recharge & bill payments,796590,223955812.59
Manipur,2021,1,Merchant payments,377280,433297594.14
Manipur,2021,1,Financial Services,3398,4385333.18
Manipur,2021,1,Others,8438,6280890.91
Manipur,2021,2,Peer-to-peer payments,1372821,7041837917.79
Manipur,2021,2,Recharge & bill payments,1187952,305103750.57
Manipur,2021,2,Merchant payments,510734,531484849.49
Manipur,2021,2,Financial Services,4165,4256098.23
Manipur,2021,2,Others,10603,7145346.31
Manipur,2021,3,Peer-to-peer payments,1819423,9134806594.53
Manipur,2021,3,Recharge & bill payments,1368584,367664440.53
Manipur,2021,3,Merchant payments,735707,889317377.09
Manipur,2021,3,Financial Services,3460,5625517.98
Manipur,2021,3,Others,14222,9447098.78
Manipur,2021,4,Peer-to-peer payments,2199970,10998828287.53
Manipur,2021,4,Recharge & bill payments,1451488,412791673.8
Manipur,2021,4,Merchant payments,1013985,1229517397.46
Manipur,2021,4,Financial Services,4671,5941100.58
Manipur,2021,4,Others,17325,11393578.84
Manipur,2022,1,Peer-to-peer payments,2517626,12169368063.41
Manipur,2022,1,Recharge & bill payments,1528476,469035958.35
Manipur,2022,1,Merchant payments,1247205,1489604137.21
Manipur,2022,1,Financial Services,4878,6057615.53
Manipur,2022,1,Others,15494,10435303.88
Manipur,2022,2,Peer-to-peer payments,2843426,12704512238.81
Manipur,2022,2,Merchant payments,1709547,1757831052.07
Manipur,2022,2,Recharge & bill payments,1533778,448637966.72
Manipur,2022,2,Financial Services,4069,4753628.56
Manipur,2022,2,Others,14812,7175748.99
Manipur,2022,3,Peer-to-peer payments,3127266,12927705072.14
Manipur,2022,3,Merchant payments,1829741,2010460357.09
Manipur,2022,3,Recharge & bill payments,1379911,432182393.84
Manipur,2022,3,Financial Services,4524,4671353.41
Manipur,2022,3,Others,11300,6411090.83
Manipur,2022,4,Peer-to-peer payments,3259645,13133729481.47
Manipur,2022,4,Merchant payments,1828984,2074698993.42
Manipur,2022,4,Recharge & bill payments,1325391,406031254.08
Manipur,2022,4,Financial Services,4691,5754919.96
Manipur,2022,4,Others,9959,5742049.4
Meghalaya,2018,1,Recharge & bill payments,31857,6028476.15
Meghalaya,2018,1,Peer-to-peer payments,13274,55943496.52
Meghalaya,2018,1,Merchant payments,1605,2395888.44
Meghalaya,2018,1,Financial Services,532,144318.25
Meghalaya,2018,1,Others,2303,1738080.43
Meghalaya,2018,2,Recharge & bill payments,42625,9657896.16
Meghalaya,2018,2,Peer-to-peer payments,19894,101140464.66
Meghalaya,2018,2,Merchant payments,2929,3663446.44
Meghalaya,2018,2,Financial Services,592,580648.34
Meghalaya,2018,2,Others,1817,1962212.24
Meghalaya,2018,3,Recharge & bill payments,60625,14231601.45
Meghalaya,2018,3,Peer-to-peer payments,40832,187460582.06
Meghalaya,2018,3,Merchant payments,5802,5458930.69
Meghalaya,2018,3,Financial Services,748,552674.58
Meghalaya,2018,3,Others,2283,2149872.76
Meghalaya,2018,4,Recharge & bill payments,82962,18100891.64
Meghalaya,2018,4,Peer-to-peer payments,58952,301941442.71
Meghalaya,2018,4,Merchant payments,15768,14434314.19
Meghalaya,2018,4,Financial Services,763,190875.19
Meghalaya,2018,4,Others,2687,2918155.28
Meghalaya,2019,1,Recharge & bill payments,98817,23006751.8
Meghalaya,2019,1,Peer-to-peer payments,90694,358932132.1
Meghalaya,2019,1,Merchant payments,16073,14297275.23
Meghalaya,2019,1,Financial Services,659,62335.06
Meghalaya,2019,1,Others,2498,2738667.96
Meghalaya,2019,2,Recharge & bill payments,108812,27248605.43
Meghalaya,2019,2,Peer-to-peer payments,97407,446537199.17
Meghalaya,2019,2,Merchant payments,22588,15600927.01
