states,year,quarter,trans_type,trans_counts,amount
Bihar,2020,2,Recharge & bill payments,19522564,5642294772.45
Bihar,2020,2,Merchant payments,7011681,6760404421.62
Bihar,2020,2,Financial Services,73119,54077813.26
Bihar,2020,2,Others,206727,105377680.17
Bihar,2020,3,Peer-to-peer payments,37294332,153664683751.53
Bihar,2020,3,Recharge & bill payments,19027978,6313780616.6
Bihar,2020,3,Merchant payments,14777337,13111735855.03
Bihar,2020,3,Financial Services,104135,81355476.16
Bihar,2020,3,Others,299966,157309412.49
Bihar,2020,4,Peer-to-peer payments,49432098,208484557891.43
Bihar,2020,4,Merchant payments,26750991,23185594534.31
Bihar,2020,4,Recharge & bill payments,19908687,6926960996.69
Bihar,2020,4,Financial Services,119416,100785736.01
Bihar,2020,4,Others,380481,207713978.04
Bihar,2021,1,Peer-to-peer payments,58566582,242013312361.31
Bihar,2021,1,Merchant payments,33959313,30171144593.37
Bihar,2021,1,Recharge & bill payments,21974086,8505455545.45
Bihar,2021,1,Financial Services,124277,112949858.25
Bihar,2021,1,Others,308219,170787342.85
Bihar,2021,2,Peer-to-peer payments,78694099,319758683264.15
Bihar,2021,2,Merchant payments,44686786,43458914639.77
Bihar,2021,2,Recharge & bill payments,31646149,11030849713.5
Bihar,2021,2,Financial Services,149791,116086345.91
Bihar,2021,2,Others,426797,215721223.24
Bihar,2021,3,Peer-to-peer payments,92785704,331514102784.26
Bihar,2021,3,Merchant payments,64094961,53849745604.96
Bihar,2021,3,Recharge & bill payments,30081746,11327303470.02
Bihar,2021,3,Financial Services,135748,130349071.62
Bihar,2021,3,Others,572954,241260025.55
Bihar,2021,4,Peer-to-peer payments,117340712,423665098014.28
Bihar,2021,4,Merchant payments,95992559,81729122295.54
Bihar,2021,4,Recharge & bill payments,30824177,13438634948.21
Bihar,2021,4,Financial Services,186298,173358268.82
Bihar,2021,4,Others,783199,365400541.91
Bihar,2022,1,Peer-to-peer payments,138085265,500024806542.69
Bihar,2022,1,Merchant payments,114892163,95507710275.51
Bihar,2022,1,Recharge & bill payments,30545266,15431605247.39
Bihar,2022,1,Financial Services,169722,148088975.23
Bihar,2022,1,Others,698018,299484690.32
Bihar,2022,2,Peer-to-peer payments,164119431,610448610667.72
Bihar,2022,2,Merchant payments,158289353,126423430586.43
Bihar,2022,2,Recharge & bill payments,36950622,17225668601.95
Bihar,2022,2,Financial Services,124199,116203820.91
Bihar,2022,2,Others,661424,247541289.13
Bihar,2022,3,Merchant payments,198273336,137873615624.73
Bihar,2022,3,Peer-to-peer payments,192304951,632747186972.19
Bihar,2022,3,Recharge & bill payments,46044353,20417791249.03
Bihar,2022,3,Financial Services,179533,161987346.19
Bihar,2022,3,Others,565212,245905365.78
Bihar,2022,4,Merchant payments,243777692,172924170171.63
Bihar,2022,4,Peer-to-peer payments,225487662,739870172148.08
Bihar,2022,4,Recharge & bill payments,47054083,22729599211.25
Bihar,2022,4,Financial Services,205989,199208429.51
Bihar,2022,4,Others,559223,288999714.36
Chandigarh,2018,1,Recharge & bill payments,201262,47479581.16
Chandigarh,2018,1,Peer-to-peer payments,135136,527998849.34
Chandigarh,2018,1,Merchant payments,21431,19477066.53
Chandigarh,2018,1,Financial Services,8473,1865618.25
Chandigarh,2018,1,Others,15593,16614305.58
Chandigarh,2018,2,Recharge & bill payments,224548,76722906.68
Chandigarh,2018,2,Peer-to-peer payments,194627,835296156.42
Chandigarh,2018,2,Merchant payments,34606,29408471.51
Chandigarh,2018,2,Financial Services,11927,3679451.86
Chandigarh,2018,2,Others,13376,16116275.27
Chandigarh,2018,3,Peer-to-peer payments,295358,1217617705.97
Chandigarh,2018,3,Recharge & bill payments,236445,100639674.67
Chandigarh,2018,3,Merchant payments,64998,37560565.97
Chandigarh,2018,3,Financial Services,7642,1302311.6
Chandigarh,2018,3,Others,12493,12234189.32
Chandigarh,2018,4,Peer-to-peer payments,431461,1793871702.32
Chandigarh,2018,4,Recharge & bill payments,310527,128130475.99
Chandigarh,2018,4,Merchant payments,135266,94010713.61
Chandigarh,2018,4,Financial Services,10008,2039811.34
Chandigarh,2018,4,Others,17854,14538888.52
Chandigarh,2019,1,Peer-to-peer payments,689400,2123866601.65
Chandigarh,2019,1,Recharge & bill payments,390610,161414934.1
Chandigarh,2019,1,Merchant payments,169984,97230471.44
Chandigarh,2019,1,Financial Services,7412,917030.91
Chandigarh,2019,1,Others,17070,12603012.34
Chandigarh,2019,2,Peer-to-peer payments,604849,2339922407.52
Chandigarh,2019,2,Recharge & bill payments,342294,185659011.54
Chandigarh,2019,2,Merchant payments,277811,152766864.66
Chandigarh,2019,2,Financial Services,5590,839765.16
Chandigarh,2019,2,Others,21926,13928050.05
Chandigarh,2019,3,Peer-to-peer payments,722233,2815184152.8
Chandigarh,2019,3,Merchant payments,447069,226535908.84
Chandigarh,2019,3,Recharge & bill payments,308219,213884900.47
Chandigarh,2019,3,Financial Services,2447,794918.67
Chandigarh,2019,3,Others,26575,13282206.87
Chandigarh,2019,4,Peer-to-peer payments,927850,3586763928.64
Chandigarh,2019,4,Merchant payments,561630,318692521.79
Chandigarh,2019,4,Recharge & bill payments,338203,237695594.96
Chandigarh,2019,4,Financial Services,1911,654298.68
Chandigarh,2019,4,Others,21321,8707473.86
Chandigarh,2020,1,Peer-to-peer payments,1087401,4421372542.47
Chandigarh,2020,1,Merchant payments,764832,438193845.45
Chandigarh,2020,1,Recharge & bill payments,389851,257250007.24
Chandigarh,2020,1,Financial Services,1574,1406138.19
Chandigarh,2020,1,Others,18853,8230536.66
Chandigarh,2020,2,Peer-to-peer payments,766698,3293060119.55
Chandigarh,2020,2,Merchant payments,390906,331423259.0
Chandigarh,2020,2,Recharge & bill payments,361577,214425229.34
Chandigarh,2020,2,Financial Services,1797,3982005.12
Chandigarh,2020,2,Others,7032,4125116.69
Chandigarh,2020,3,Peer-to-peer payments,981986,4178346395.41
Chandigarh,2020,3,Merchant payments,796634,604271248.93
Chandigarh,2020,3,Recharge & bill payments,366353,296964794.97
Chandigarh,2020,3,Financial Services,2643,5254415.46
Chandigarh,2020,3,Others,10470,4972498.6
Chandigarh,2020,4,Merchant payments,1322026,939307675.85
Chandigarh,2020,4,Peer-to-peer payments,1159377,4872318731.34
Chandigarh,2020,4,Recharge & bill payments,409997,320731281.95
Chandigarh,2020,4,Financial Services,3346,4400109.75
Chandigarh,2020,4,Others,17970,10005102.46
Chandigarh,2021,1,Merchant payments,1799072,1210594490.1
Chandigarh,2021,1,Peer-to-peer payments,1472084,5916467167.3
Chandigarh,2021,1,Recharge & bill payments,678396,451109555.34
Chandigarh,2021,1,Financial Services,5111,7700394.76
Chandigarh,2021,1,Others,15574,10549252.04
Chandigarh,2021,2,Merchant payments,1926913,1390989390.78
Chandigarh,2021,2,Peer-to-peer payments,1663559,6541132352.92
Chandigarh,2021,2,Recharge & bill payments,806710,467698864.67
Chandigarh,2021,2,Financial Services,5502,7394941.03
Chandigarh,2021,2,Others,14863,10458390.53
Chandigarh,2021,3,Merchant payments,3179506,2245390329.2
Chandigarh,2021,3,Peer-to-peer payments,2434417,8927868098.34
Chandigarh,2021,3,Recharge & bill payments,1008585,620437997.39
Chandigarh,2021,3,Financial Services,5700,7960844.9
Chandigarh,2021,3,Others,21170,14225734.85
Chandigarh,2021,4,Merchant payments,4056249,3041038519.82
Chandigarh,2021,4,Peer-to-peer payments,2797561,10610461952.11
Chandigarh,2021,4,Recharge & bill payments,1013153,693790747.24
Chandigarh,2021,4,Financial Services,7038,10459431.86
Chandigarh,2021,4,Others,24902,17832859.58
Chandigarh,2022,1,Merchant payments,4511757,3264574793.46
Chandigarh,2022,1,Peer-to-peer payments,3012464,11150701028.61
Chandigarh,2022,1,Recharge & bill payments,1046187,731347957.22
Chandigarh,2022,1,Financial Services,7228,13538635.56
Chandigarh,2022,1,Others,22855,14829135.0
Chandigarh,2022,2,Merchant payments,6136803,3919372475.56
Chandigarh,2022,2,Peer-to-peer payments,3489382,12549248085.11
Chandigarh,2022,2,Recharge & bill payments,1119367,792957088.59
Chandigarh,2022,2,Financial Services,6673,8943857.18
Chandigarh,2022,2,Others,20264,12978651.92
Chandigarh,2022,3,Merchant payments,7665907,4713972532.82
Chandigarh,2022,3,Peer-to-peer payments,4423590,14788179156.48
Chandigarh,2022,3,Recharge & bill payments,1360342,1033530639.94
Chandigarh,2022,3,Financial Services,8868,9918740.02
Chandigarh,2022,3,Others,19466,14156668.14
Chandigarh,2022,4,Merchant payments,10170372,6570336079.95
Chandigarh,2022,4,Peer-to-peer payments,5951989,20013621495.9
Chandigarh,2022,4,Recharge & bill payments,1749647,1267654269.16
Chandigarh,2022,4,Financial Services,10778,12000766.36
Chandigarh,2022,4,Others,22054,16141955.57
Chhattisgarh,2018,1,Recharge & bill payments,1177618,206518662.81
Chhattisgarh,2018,1,Peer-to-peer payments,550697,1838238336.17
Chhattisgarh,2018,1,Merchant payments,42411,39708474.16
Chhattisgarh,2018,1,Financial Services,33002,7350624.27
Chhattisgarh,2018,1,Others,87786,57339459.83
Chhattisgarh,2018,2,Recharge & bill payments,1643461,351709628.09
Chhattisgarh,2018,2,Peer-to-peer payments,933066,3703114547.66
Chhattisgarh,2018,2,Merchant payments,118438,129967815.19
Chhattisgarh,2018,2,Financial Services,40299,9405941.63
Chhattisgarh,2018,2,Others,80892,69972510.6
Chhattisgarh,2018,3,Recharge & bill payments,1911374,443460556.78
Chhattisgarh,2018,3,Peer-to-peer payments,1619886,5647949187.75
Chhattisgarh,2018,3,Merchant payments,220572,145342066.01
Chhattisgarh,2018,3,Financial Services,31927,6195179.16
Chhattisgarh,2018,3,Others,75845,59360083.75
Chhattisgarh,2018,4,Recharge & bill payments,2438959,554514488.41
Chhattisgarh,2018,4,Peer-to-peer payments,2342713,8450105299.48
Chhattisgarh,2018,4,Merchant payments,458091,331842964.58
Chhattisgarh,2018,4,Financial Services,42199,9709810.44
Chhattisgarh,2018,4,Others,83882,70240102.06
Chhattisgarh,2019,1,Peer-to-peer payments,4068056,11417366152.39
Chhattisgarh,2019,1,Recharge & bill payments,2997095,679458794.54
Chhattisgarh,2019,1,Merchant payments,710047,374735986.85
Chhattisgarh,2019,1,Financial Services,33835,5075418.74
Chhattisgarh,2019,1,Others,78636,67920032.8
Chhattisgarh,2019,2,Peer-to-peer payments,4350167,15410038389.82
Chhattisgarh,2019,2,Recharge & bill payments,3435305,855753107.51
Chhattisgarh,2019,2,Merchant payments,1483870,654411637.02
Chhattisgarh,2019,2,Financial Services,22563,4237631.55
Chhattisgarh,2019,2,Others,98040,77914922.92
Chhattisgarh,2019,3,Peer-to-peer payments,5021844,17584630267.78
Chhattisgarh,2019,3,Recharge & bill payments,4335851,1069468753.73
Chhattisgarh,2019,3,Merchant payments,2772084,1074255588.72
Chhattisgarh,2019,3,Financial Services,16452,4542997.94
Chhattisgarh,2019,3,Others,96880,70361559.29
Chhattisgarh,2019,4,Peer-to-peer payments,7241974,24112075521.02
Chhattisgarh,2019,4,Recharge & bill payments,5112337,1257371454.86
Chhattisgarh,2019,4,Merchant payments,3852716,1720930747.63
Chhattisgarh,2019,4,Financial Services,14974,4665759.8
Chhattisgarh,2019,4,Others,83757,48745253.9
Chhattisgarh,2020,1,Peer-to-peer payments,8109789,28723854868.85
Chhattisgarh,2020,1,Recharge & bill payments,6400067,1688995018.22
Chhattisgarh,2020,1,Merchant payments,4923214,2393811867.39
Chhattisgarh,2020,1,Financial Services,12424,7378557.22
Chhattisgarh,2020,1,Others,78497,46557359.68
Chhattisgarh,2020,2,Recharge & bill payments,8366200,2504355746.83
Chhattisgarh,2020,2,Peer-to-peer payments,7216219,27351810047.61
Chhattisgarh,2020,2,Merchant payments,3158417,2361252112.42
Chhattisgarh,2020,2,Financial Services,19986,17814454.61
Chhattisgarh,2020,2,Others,60103,33149845.44
Chhattisgarh,2020,3,Peer-to-peer payments,9734445,34661165923.13
Chhattisgarh,2020,3,Recharge & bill payments,8705513,2790720003.14
Chhattisgarh,2020,3,Merchant payments,5591916,3990179454.19
Chhattisgarh,2020,3,Financial Services,34893,39141096.45
Chhattisgarh,2020,3,Others,81772,45538330.63
Chhattisgarh,2020,4,Peer-to-peer payments,14257312,50812302052.95
Chhattisgarh,2020,4,Merchant payments,11677743,8238390462.2
Chhattisgarh,2020,4,Recharge & bill payments,9423324,3033918783.21
Chhattisgarh,2020,4,Financial Services,41308,48082346.06
Chhattisgarh,2020,4,Others,129949,82280639.52
Chhattisgarh,2021,1,Peer-to-peer payments,15621154,55638916992.14
Chhattisgarh,2021,1,Merchant payments,15222763,10661449529.11
Chhattisgarh,2021,1,Recharge & bill payments,8456094,3000977538.84
Chhattisgarh,2021,1,Financial Services,37395,40387648.84
Chhattisgarh,2021,1,Others,99031,68111552.62
Chhattisgarh,2021,2,Peer-to-peer payments,18387345,62134058797.44
Chhattisgarh,2021,2,Merchant payments,15369311,12828590761.71
Chhattisgarh,2021,2,Recharge & bill payments,10764784,3640692364.17
Chhattisgarh,2021,2,Financial Services,40213,39620256.36
Chhattisgarh,2021,2,Others,127767,85809079.55
Chhattisgarh,2021,3,Merchant payments,27552743,19905616746.81
Chhattisgarh,2021,3,Peer-to-peer payments,25447410,80506858751.33
Chhattisgarh,2021,3,Recharge & bill payments,11039088,4045490947.24
Chhattisgarh,2021,3,Financial Services,38817,48855662.4
Chhattisgarh,2021,3,Others,159880,99286155.0
Chhattisgarh,2021,4,Merchant payments,40526025,29283695601.23
Chhattisgarh,2021,4,Peer-to-peer payments,32799167,102177997315.68
Chhattisgarh,2021,4,Recharge & bill payments,11115444,4724827139.95
Chhattisgarh,2021,4,Financial Services,55237,66445873.3
Chhattisgarh,2021,4,Others,221621,146144588.65
Chhattisgarh,2022,1,Merchant payments,48236094,33822547183.04
Chhattisgarh,2022,1,Peer-to-peer payments,37457039,118393860520.57
Chhattisgarh,2022,1,Recharge & bill payments,11466264,5442872986.11
Chhattisgarh,2022,1,Financial Services,52918,55991695.31
Chhattisgarh,2022,1,Others,200977,131773069.8
Chhattisgarh,2022,2,Merchant payments,61093916,41536371583.75
Chhattisgarh,2022,2,Peer-to-peer payments,42532112,133534947239.25
Chhattisgarh,2022,2,Recharge & bill payments,12737942,5949415519.84
Chhattisgarh,2022,2,Financial Services,41530,46037703.16
Chhattisgarh,2022,2,Others,178548,114905117.78
Chhattisgarh,2022,3,Merchant payments,84355775,50874051122.37
Chhattisgarh,2022,3,Peer-to-peer payments,57116149,161027214428.21
Chhattisgarh,2022,3,Recharge & bill payments,16538894,8069941553.08
Chhattisgarh,2022,3,Financial Services,55775,61881709.74
Chhattisgarh,2022,3,Others,185994,128469268.6
Chhattisgarh,2022,4,Merchant payments,97405954,60247141797.95
Chhattisgarh,2022,4,Peer-to-peer payments,63986789,183672880692.73
Chhattisgarh,2022,4,Recharge & bill payments,16324117,8376603987.15
Chhattisgarh,2022,4,Financial Services,63695,81169069.23
Chhattisgarh,2022,4,Others,179891,141385263.41
Dadra & Nagar Haveli & Daman & Diu,2018,1,Recharge & bill payments,95544,17526369.58
Dadra & Nagar Haveli & Daman & Diu,2018,1,Peer-to-peer payments,44599,151966933.25
Dadra & Nagar Haveli & Daman & Diu,2018,1,Merchant payments,1531,1580762.78
Dadra & Nagar Haveli & Daman & Diu,2018,1,Financial Services,1364,353171.55
Dadra & Nagar Haveli & Daman & Diu,2018,1,Others,5511,4231146.95
Dadra & Nagar Haveli & Daman & Diu,2018,2,Recharge & bill payments,122834,30595592.01
Dadra & Nagar Haveli & Daman & Diu,2018,2,Peer-to-peer payments,69215,261995613.05
Dadra & Nagar Haveli & Daman & Diu,2018,2,Merchant payments,3544,4685536.04
Dadra & Nagar Haveli & Daman & Diu,2018,2,Financial Services,2996,383806.09
Dadra & Nagar Haveli & Daman & Diu,2018,2,Others,4037,4410224.47
Dadra & Nagar Haveli & Daman & Diu,2018,3,Recharge & bill payments,157113,39790820.29
Dadra & Nagar Haveli & Daman & Diu,2018,3,Peer-to-peer payments,119346,396698085.41
Dadra & Nagar Haveli & Daman & Diu,2018,3,Merchant payments,7465,5693604.74
Dadra & Nagar Haveli & Daman & Diu,2018,3,Financial Services,1477,297647.9
Dadra & Nagar Haveli & Daman & Diu,2018,3,Others,4174,5159437.33
Dadra & Nagar Haveli & Daman & Diu,2018,4,Peer-to-peer payments,194214,582082154.41
Dadra & Nagar Haveli & Daman & Diu,2018,4,Recharge & bill payments,185793,49972030.11
Dadra & Nagar Haveli & Daman & Diu,2018,4,Merchant payments,15739,19577328.04
Dadra & Nagar Haveli & Daman & Diu,2018,4,Financial Services,2996,371674.7
Dadra & Nagar Haveli & Daman & Diu,2018,4,Others,5340,6747429.54
Dadra & Nagar Haveli & Daman & Diu,2019,1,Peer-to-peer payments,408465,757657638.32
Dadra & Nagar Haveli & Daman & Diu,2019,1,Recharge & bill payments,225998,62660761.89
Dadra & Nagar Haveli & Daman & Diu,2019,1,Merchant payments,20694,17043867.89
Dadra & Nagar Haveli & Daman & Diu,2019,1,Financial Services,1645,221064.62
Dadra & Nagar Haveli & Daman & Diu,2019,1,Others,5012,5786443.34
Dadra & Nagar Haveli & Daman & Diu,2019,2,Peer-to-peer payments,244134,734034142.81
Dadra & Nagar Haveli & Daman & Diu,2019,2,Recharge & bill payments,198184,63874445.55
Dadra & Nagar Haveli & Daman & Diu,2019,2,Merchant payments,40781,20816136.24
Dadra & Nagar Haveli & Daman & Diu,2019,2,Financial Services,748,155149.76
Dadra & Nagar Haveli & Daman & Diu,2019,2,Others,5809,5561402.21
Dadra & Nagar Haveli & Daman & Diu,2019,3,Recharge & bill payments,319142,104597035.08
Dadra & Nagar Haveli & Daman & Diu,2019,3,Peer-to-peer payments,249944,821178569.06
Dadra & Nagar Haveli & Daman & Diu,2019,3,Merchant payments,63616,30634658.24
Dadra & Nagar Haveli & Daman & Diu,2019,3,Financial Services,533,425044.05
Dadra & Nagar Haveli & Daman & Diu,2019,3,Others,5516,4636167.42
Dadra & Nagar Haveli & Daman & Diu,2019,4,Recharge & bill payments,351819,125809568.35
Dadra & Nagar Haveli & Daman & Diu,2019,4,Peer-to-peer payments,324464,1051976410.55
Dadra & Nagar Haveli & Daman & Diu,2019,4,Merchant payments,86758,45361559.24
Dadra & Nagar Haveli & Daman & Diu,2019,4,Financial Services,1019,267762.49
Dadra & Nagar Haveli & Daman & Diu,2019,4,Others,4911,3225961.38
Dadra & Nagar Haveli & Daman & Diu,2020,1,Recharge & bill payments,407577,153340696.3
Dadra & Nagar Haveli & Daman & Diu,2020,1,Peer-to-peer payments,329005,1119439489.5
Dadra & Nagar Haveli & Daman & Diu,2020,1,Merchant payments,137040,66713356.8
Dadra & Nagar Haveli & Daman & Diu,2020,1,Financial Services,668,418783.13
Dadra & Nagar Haveli & Daman & Diu,2020,1,Others,4289,2851043.56
Dadra & Nagar Haveli & Daman & Diu,2020,2,Recharge & bill payments,525974,178877986.72
Dadra & Nagar Haveli & Daman & Diu,2020,2,Peer-to-peer payments,323909,1052118443.37
Dadra & Nagar Haveli & Daman & Diu,2020,2,Merchant payments,118801,68938500.71
Dadra & Nagar Haveli & Daman & Diu,2020,2,Financial Services,1826,993268.3
Dadra & Nagar Haveli & Daman & Diu,2020,2,Others,2642,1448254.79
Dadra & Nagar Haveli & Daman & Diu,2020,3,Recharge & bill payments,455603,201223380.19
